No.	Pokémon	Entry	Bucket	Weight	Lv. Min	Lv. Max	Biomes	Excluded Biomes	Time	Weather	Multipliers	Context	Presets	Conditions	Anticonditions	skyLightMin	skyLightMax	canSeeSky	
469	Yanmega	2	uncommon	0.32	33	52	Lush		any	any		surface	Water		structure:cobblemon:shipwreck_coves/lush_shipwreck_cove, minY = -41, maxY = 9	0	7		
469	Yanmega	3	uncommon	0.32	33	52	Bumblezone		any	any		surface	Water		structure:#the_bumblezone:sempiternal_sanctums			any	
469	Yanmega	4	uncommon	0.32	33	52	Overworld	Lush	any	any		surface	Water	structure:cobblemon:shipwreck_coves/lush_shipwreck_cove, minY = -41, maxY = 9		0	7		
469	Yanmega	5	uncommon	0.96	33	52	Aether		any	any		surface	Water			8	15		
470	Leafeon	1	ultra-rare	1.2	28	53	Forest, Jungle, Skyroot Forest, Skyroot Woodland	Freezing, Spooky	any	any		grounded	Natural			8	15		
470	Leafeon	2	uncommon	0.025	28	53	Overworld		any	any		grounded	Natural, Urban			8	15		
470	Leafeon	3	uncommon	0.025	28	53	Overworld		any	any		grounded	Natural	structure:#minecraft:village		8	15		
470	Leafeon	4	uncommon	0.125	28	53	Overworld		any	any		grounded	Mansion					FALSE	
471	Glaceon	1	ultra-rare	1.2	28	53	Freezing		any	any		grounded	Natural			8	15		
471	Glaceon	2	uncommon	0.025	28	53	Overworld		any	any		grounded	Natural, Urban			8	15		
471	Glaceon	3	uncommon	0.025	28	53	Overworld		any	any		grounded	Natural	structure:#minecraft:village		8	15		
471	Glaceon	4	uncommon	0.125	28	53	Overworld		any	any		grounded	Mansion					FALSE	
472	Gliscor	1	uncommon	0.48	38	51	Badlands		night	any		grounded	Natural, Treetop			8	15		
472	Gliscor	2	common	0.1	38	51	Nether Mountain		any	any		grounded	Natural					any	
473	Mamoswine	1	common	0.1	40	53	Tundra		any	any		grounded	Natural, Wild			8	15		
474	Porygon-Z	1	uncommon	0.08	47	54	Overworld		any	any		grounded		cobblemon:pc				any	
475	Gallade	1	rare	0.0625	30	52	Floral, Magical, Skyroot Grove, Skyroot Meadow, Snowy Forest		any	any		grounded	Natural			8	15		
475	Gallade	2	rare	0.0125	30	52	Overworld		any	any		grounded	Natural, Urban			8	15		
475	Gallade	3	rare	0.0125	30	52	Overworld		any	any		grounded	Natural	structure:#minecraft:village		8	15		
475	Gallade	4	common	0.0025	30	52	Overworld		any	any		grounded	Mansion					FALSE	
476	Probopass	1	uncommon	0.48	33	53	Overworld	Deep Dark	any	any		grounded	Natural			0	7		
477	Dusknoir	1	common	0.03	41	53	Spooky		night	any		grounded	Natural			8	15		
477	Dusknoir	3	common	0.05	41	53	Nether Soul Sand		any	any		grounded	Natural					any	
495	Snivy	1	ultra-rare	6	5	31	Jungle		any	any		grounded	Natural, Treetop			8	15		
496	Servine	1	ultra-rare	3.6	17	41	Jungle		any	any		grounded	Natural, Treetop			8	15		
497	Serperior	1	ultra-rare	0.4	36	53	Jungle		any	any		grounded	Natural, Treetop			8	15		
498	Tepig	1	ultra-rare	6	5	31	Plains		any	any		grounded	Natural			8	15		
498	Tepig	2	ultra-rare	6	5	31	Nether Crimson, Nether Overgrowth		any	any		grounded	Natural					any	
499	Pignite	1	ultra-rare	3.6	17	42	Plains		any	any		grounded	Natural			8	15		
499	Pignite	2	ultra-rare	3.6	17	42	Nether Crimson, Nether Overgrowth		any	any		grounded	Natural					any	
500	Emboar	1	ultra-rare	0.4	36	53	Plains		any	clear		grounded	Natural			8	15		
500	Emboar	2	ultra-rare	0.4	36	53	Nether Crimson, Nether Overgrowth		any	any		grounded	Natural					any	
501	Oshawott	1	ultra-rare	6	5	31	Beach	Freezing	any	any		grounded	Natural			8	15		
501	Oshawott	2	ultra-rare	6	5	31	Beach	Freezing	any	any		surface	Water			8	15		
501	Oshawott	3	ultra-rare	6	5	31	Beach, Ocean, Tropical Island	Cold	any	any		fishing				8	15		region_bias=hisui
501	Oshawott	4	ultra-rare	6	5	31	Coast	Beach	any	any		grounded	Natural			8	15		region_bias=hisui
501	Oshawott	5	ultra-rare	6	5	31	Coast	Beach	any	any		surface	Water			8	15		region_bias=hisui
501	Oshawott	6	ultra-rare	6	5	31	Snowy Beach		any	any		grounded	Natural			8	15		region_bias=hisui
501	Oshawott	7	ultra-rare	6	5	31	Snowy Beach		any	any		surface	Water			8	15		region_bias=hisui
501	Oshawott	8	ultra-rare	6	5	31	Coast, Cold Ocean	Beach	any	any		fishing				8	15		
502	Dewott	1	ultra-rare	3.6	17	41	Beach	Freezing	any	any		grounded	Natural			8	15		
502	Dewott	2	ultra-rare	3.6	17	41	Beach	Freezing	any	any		surface	Water			8	15		
502	Dewott	3	ultra-rare	3.6	17	41	Beach, Ocean, Tropical Island	Cold	any	any		fishing				8	15		region_bias=hisui
502	Dewott	4	ultra-rare	3.6	17	41	Coast	Beach	any	any		grounded	Natural			8	15		region_bias=hisui
502	Dewott	5	ultra-rare	3.6	17	41	Coast	Beach	any	any		surface	Water			8	15		region_bias=hisui
502	Dewott	6	ultra-rare	3.6	17	41	Snowy Beach		any	any		grounded	Natural			8	15		region_bias=hisui
502	Dewott	7	ultra-rare	3.6	17	41	Snowy Beach		any	any		surface	Water			8	15		region_bias=hisui
502	Dewott	8	ultra-rare	3.6	17	41	Coast, Cold Ocean	Beach	any	any		fishing				8	15		
503	Samurott	1	ultra-rare	0.4	36	53	Beach	Freezing	any	any		grounded	Natural			8	15		
503	Samurott	2	ultra-rare	0.4	36	53	Beach	Freezing	any	any		surface	Water			8	15		
503	Samurott	3	ultra-rare	0.4	36	53	Beach, Ocean, Tropical Island	Cold	any	any		fishing				8	15		
503	Samurott [Hisuian]	4	ultra-rare	0.4	36	53	Coast	Beach	any	any		grounded	Natural			8	15		
503	Samurott [Hisuian]	5	ultra-rare	0.4	36	53	Coast	Beach	any	any		surface	Water			8	15		
503	Samurott [Hisuian]	6	ultra-rare	0.4	36	53	Snowy Beach		any	any		grounded	Natural			8	15		
503	Samurott [Hisuian]	7	ultra-rare	0.4	36	53	Snowy Beach		any	any		surface	Water			8	15		
503	Samurott [Hisuian]	8	ultra-rare	0.4	36	53	Coast, Cold Ocean	Beach	any	any		fishing				8	15		
504	Patrat	1	common	9	1	26	Grassland		any	any		grounded	Natural			8	15		
505	Watchog	1	common	1	20	42	Grassland		any	any		grounded	Natural			8	15		
506	Lillipup	1	common	5.4	3	28	Overworld	Desert	any	any		grounded	Natural, Urban			8	15		
506	Lillipup	2	common	5.4	3	28	Overworld	Desert	any	any		grounded	Natural	structure:#minecraft:village		8	15		
507	Herdier	1	common	0.54	16	37	Overworld	Desert	any	any		grounded	Natural, Urban			8	15		
507	Herdier	2	common	0.54	16	37	Overworld	Desert	any	any		grounded	Natural	structure:#minecraft:village		8	15		
508	Stoutland	1	common	0.06	32	50	Overworld	Desert	any	any		grounded	Natural, Urban			8	15		
508	Stoutland	2	common	0.06	32	50	Overworld	Desert	any	any		grounded	Natural	structure:#minecraft:village		8	15		
509	Purrloin	1	common	1.8	3	28	Jungle, Swamp, Temperate		night	clear		grounded	Natural		structure:#minecraft:village	8	15		
509	Purrloin	2	common	1.8	3	28	Savanna		night	any		grounded	Natural		structure:#minecraft:village	8	15		
509	Purrloin	3	common	10	3	28	Overworld	Arid, Freezing, Taiga	any	clear	Night x1.5	grounded	Natural, Urban			8	15		
509	Purrloin	4	common	10	3	28	Overworld	Arid, Freezing, Taiga	any	clear	Night x1.5	grounded	Natural	structure:#minecraft:village		8	15		
509	Purrloin	5	common	10	3	28	Savanna		any	any	Night x1.5	grounded	Natural, Urban			8	15		
509	Purrloin	6	common	10	3	28	Savanna		any	any	Night x1.5	grounded	Natural	structure:#minecraft:village		8	15		
509	Purrloin	7	common	5.4	3	28	Overworld		any	any		grounded	Mansion					FALSE	
509	Purrloin	8	common	54	3	28	Overworld		any	clear	Night x1.5	grounded	Natural	structure:minecraft:swamp_hut		8	15		
510	Liepard	1	common	0.2	20	45	Jungle, Swamp, Temperate		night	clear		grounded	Natural		structure:#minecraft:village	8	15		
510	Liepard	2	common	0.2	20	45	Savanna		night	any		grounded	Natural		structure:#minecraft:village	8	15		
510	Liepard	3	common	1	20	45	Overworld	Arid, Freezing, Taiga	any	clear	Night x1.5	grounded	Natural, Urban			8	15		
510	Liepard	4	common	1	20	45	Overworld	Arid, Freezing, Taiga	any	clear	Night x1.5	grounded	Natural	structure:#minecraft:village		8	15		
510	Liepard	5	common	1	20	45	Savanna		any	any	Night x1.5	grounded	Natural, Urban			8	15		
510	Liepard	6	common	1	20	45	Savanna		any	any	Night x1.5	grounded	Natural	structure:#minecraft:village		8	15		
510	Liepard	7	common	0.6	20	45	Overworld		any	any		grounded	Mansion					FALSE	
510	Liepard	8	common	6	20	45	Overworld		any	clear	Night x1.5	grounded	Natural	structure:minecraft:swamp_hut		8	15		
519	Pidove	2	common	9	1	26	Mountain, Sky		day	any		grounded	Natural, Treetop			8	15		
519	Pidove	3	common	9	1	26	Overworld	Arid, Tundra	day	any		grounded	Natural, Urban			8	15		
519	Pidove	4	common	9	1	26	Overworld	Arid, Tundra	day	any		grounded	Natural	structure:#minecraft:village		8	15		
520	Tranquill	2	common	0.9	21	36	Mountain, Sky		day	any		grounded	Natural, Treetop			8	15		
520	Tranquill	3	common	0.9	21	36	Overworld	Arid, Tundra	day	any		grounded	Natural, Urban			8	15		
520	Tranquill	4	common	0.9	21	36	Overworld	Arid, Tundra	day	any		grounded	Natural	structure:#minecraft:village		8	15		
521	Unfezant	2	common	0.1	32	49	Mountain, Sky		day	any		grounded	Natural, Treetop			8	15		
521	Unfezant	3	common	0.1	32	49	Overworld	Arid, Tundra	day	any		grounded	Natural, Urban			8	15		
521	Unfezant	4	common	0.1	32	49	Overworld	Arid, Tundra	day	any		grounded	Natural	structure:#minecraft:village		8	15		
524	Roggenrola	1	common	9	3	28	Overworld	Deep Dark	any	any		grounded	Natural	maxY = 0		0	7		
524	Roggenrola	2	uncommon	8.4	3	28	Deep Dark		any	any		grounded	Natural			0	7		
525	Boldore	1	common	0.95	25	39	Overworld	Deep Dark	any	any		grounded	Natural	maxY = 0		0	7		
525	Boldore	2	uncommon	1.52	25	39	Deep Dark		any	any		grounded	Natural			0	7		
526	Gigalith	1	common	0.05	34	52	Overworld	Deep Dark	any	any		grounded	Natural	maxY = 0		0	7		
526	Gigalith	2	uncommon	0.08	34	52	Deep Dark		any	any		grounded	Natural			0	7		
527	Woobat	1	common	9	7	32	Jungle, Savanna		night	clear		grounded	Natural, Treetop			8	15		
527	Woobat	3	common	9	7	32	Jungle, Savanna		any	any	Night x0.25	grounded	Natural			0	7		
528	Swoobat	1	common	1	27	43	Jungle, Savanna		night	clear		grounded	Natural, Treetop			8	15		
528	Swoobat	3	common	1	27	43	Jungle, Savanna		any	any	Night x0.25	grounded	Natural			0	7		
532	Timburr	1	common	5.4	6	31	Overworld	Sandy, Tundra	any	any	Night x0.25	grounded	Natural, Urban			8	15		
532	Timburr	2	common	5.4	6	31	Overworld	Sandy, Tundra	any	any	Night x0.25	grounded	Natural	structure:#minecraft:village		8	15		
533	Gurdurr	1	common	0.57	25	41	Overworld	Sandy, Tundra	any	any	Night x0.25	grounded	Natural, Urban			8	15		
533	Gurdurr	2	common	0.57	25	41	Overworld	Sandy, Tundra	any	any	Night x0.25	grounded	Natural	structure:#minecraft:village		8	15		
534	Conkeldurr	1	common	0.03	36	51	Overworld	Sandy, Tundra	any	any	Night x0.25	grounded	Natural, Urban			8	15		
534	Conkeldurr	2	common	0.03	36	51	Overworld	Sandy, Tundra	any	any	Night x0.25	grounded	Natural	structure:#minecraft:village		8	15		
543	Venipede	1	common	1.8	1	26	Forest		night	any		grounded	Natural, Wild			8	15		
543	Venipede	2	common	5.4	1	26	Jungle		night	any		grounded	Natural, Wild			8	15		
543	Venipede	3	common	1.8	1	26	Lush		any	any		grounded	Natural		structure:cobblemon:shipwreck_coves/lush_shipwreck_cove, minY = -41, maxY = 9	0	7		
543	Venipede	4	common	5.4	1	26	Nether Forest, Nether Fungus		any	any		grounded	Natural, Wild					any	
543	Venipede	5	common	1.8	1	26	Overworld	Lush	any	any		grounded	Natural	structure:cobblemon:shipwreck_coves/lush_shipwreck_cove, minY = -41, maxY = 9		0	7		
544	Whirlipede	1	common	0.18	22	36	Forest		night	any		grounded	Natural, Wild			8	15		
544	Whirlipede	2	common	0.54	22	36	Jungle		night	any		grounded	Natural, Wild			8	15		
544	Whirlipede	3	common	0.18	22	36	Lush		any	any		grounded	Natural		structure:cobblemon:shipwreck_coves/lush_shipwreck_cove, minY = -41, maxY = 9	0	7		
544	Whirlipede	4	common	0.54	22	36	Nether Forest, Nether Fungus		any	any		grounded	Natural, Wild					any	
544	Whirlipede	5	common	0.18	22	36	Overworld	Lush	any	any		grounded	Natural	structure:cobblemon:shipwreck_coves/lush_shipwreck_cove, minY = -41, maxY = 9		0	7		
545	Scolipede	1	common	0.02	30	49	Forest		night	any		grounded	Natural, Wild			8	15		
545	Scolipede	2	common	0.06	30	49	Jungle		night	any		grounded	Natural, Wild			8	15		
545	Scolipede	3	common	0.02	30	49	Lush		any	any		grounded	Natural		structure:cobblemon:shipwreck_coves/lush_shipwreck_cove, minY = -41, maxY = 9	0	7		
545	Scolipede	4	common	0.06	30	49	Nether Forest, Nether Fungus		any	any		grounded	Natural, Wild					any	
545	Scolipede	5	common	0.02	30	49	Overworld	Lush	any	any		grounded	Natural	structure:cobblemon:shipwreck_coves/lush_shipwreck_cove, minY = -41, maxY = 9		0	7		
546	Cottonee	1	common	5.7	3	28	Plains		any	clear	Night x0.25	grounded	Natural			8	15		
546	Cottonee	3	common	9.5	3	28	Skyroot Grove, Skyroot Meadow		any	any		grounded	Natural			8	15		
547	Whimsicott	1	common	0.3	23	48	Plains		any	clear	Night x0.25	grounded	Natural			8	15		
547	Whimsicott	3	common	0.5	23	48	Skyroot Grove, Skyroot Meadow		any	any		grounded	Natural			8	15		
548	Petilil	1	common	9.5	3	28	Floral	Hills	any	any	Night x0.25	grounded	Natural, Wild			8	15		
548	Petilil	2	common	1.9	3	28	Forest, Tropical Island	Hills, Freezing, Spooky	any	any	Night x0.25	grounded	Natural, Wild			8	15		
548	Petilil	3	common	9.5	3	28	Floral Meadow		any	any		grounded			structure:#the_bumblezone:sempiternal_sanctums			any	region_bias=hisui
548	Petilil	4	common	5.7	3	28	Hills	Arid, Freezing, Spooky	any	any	Night x0.25	grounded	Natural, Wild			8	15		region_bias=hisui
548	Petilil	5	common	5.7	3	28	Aether		any	any		grounded	Natural			8	15		
549	Lilligant	1	common	0.5	23	48	Floral	Hills	any	any	Night x0.25	grounded	Natural, Wild			8	15		
549	Lilligant	2	common	0.1	23	48	Forest, Tropical Island	Hills, Freezing, Spooky	any	any	Night x0.25	grounded	Natural, Wild			8	15		
549	Lilligant	3	common	0.5	23	48	Floral Meadow		any	any		grounded			structure:#the_bumblezone:sempiternal_sanctums			any	
549	Lilligant [Hisuian]	4	common	0.3	23	48	Hills	Arid, Freezing, Spooky	any	any	Night x0.25	grounded	Natural, Wild			8	15		
549	Lilligant [Hisuian]	5	common	0.3	23	48	Aether		any	any		grounded	Natural			8	15		striped=blue
550	Basculin [Blue Striped]	1	common	10	21	46	Freshwater		any	any		submerged	Water	moonPhase = 1, 2, 3				TRUE	striped=blue
550	Basculin [Blue Striped]	2	common	2	21	46	Freshwater		any	any		submerged	Water	moonPhase = 5, 6, 7				TRUE	striped=blue
550	Basculin [Blue Striped]	3	common	5	21	46	Freshwater		any	any		submerged	Water	moonPhase = 0, 4				TRUE	striped=blue
550	Basculin [Blue Striped]	4	common	10	21	46	Arid, Forest, Freshwater, Grassland, Jungle, Mountain, Snowy Forest, Taiga, Tundra		any	any		fishing		moonPhase = 1, 2, 3				TRUE	striped=blue
550	Basculin [Blue Striped]	5	common	2	21	46	Arid, Forest, Freshwater, Grassland, Jungle, Mountain, Snowy Forest, Taiga, Tundra		any	any		fishing		moonPhase = 5, 6, 7				TRUE	striped=blue
550	Basculin [Blue Striped]	6	common	5	21	46	Arid, Forest, Freshwater, Grassland, Jungle, Mountain, Snowy Forest, Taiga, Tundra		any	any		fishing		moonPhase = 0, 4				TRUE	striped=red
550	Basculin [Red Striped]	7	common	10	21	46	Freshwater		any	any		submerged	Water	moonPhase = 5, 6, 7				TRUE	striped=red
550	Basculin [Red Striped]	8	common	2	21	46	Freshwater		any	any		submerged	Water	moonPhase = 1, 2, 3				TRUE	striped=red
550	Basculin [Red Striped]	9	common	5	21	46	Freshwater		any	any		submerged	Water	moonPhase = 0, 4				TRUE	striped=red
550	Basculin [Red Striped]	10	common	10	21	46	Arid, Forest, Freshwater, Grassland, Jungle, Mountain, Snowy Forest, Taiga, Tundra		any	any		fishing		moonPhase = 5, 6, 7				TRUE	striped=red
550	Basculin [Red Striped]	11	common	2	21	46	Arid, Forest, Freshwater, Grassland, Jungle, Mountain, Snowy Forest, Taiga, Tundra		any	any		fishing		moonPhase = 1, 2, 3				TRUE	striped=red
550	Basculin [Red Striped]	12	common	5	21	46	Arid, Forest, Freshwater, Grassland, Jungle, Mountain, Snowy Forest, Taiga, Tundra		any	any		fishing		moonPhase = 0, 4				TRUE	striped=blue
550	Basculin [Blue Striped]	15	common	10	21	46	Freshwater		any	any		submerged	Water	moonPhase = 1, 2, 3		8	15	FALSE	striped=blue
550	Basculin [Blue Striped]	16	common	2	21	46	Freshwater		any	any		submerged	Water	moonPhase = 5, 6, 7		8	15	FALSE	striped=blue
550	Basculin [Blue Striped]	17	common	5	21	46	Freshwater		any	any		submerged	Water	moonPhase = 0, 4		8	15	FALSE	striped=blue
550	Basculin [Blue Striped]	18	common	10	21	46	Arid, Forest, Freshwater, Grassland, Jungle, Mountain, Snowy Forest, Taiga, Tundra		any	any		fishing		moonPhase = 1, 2, 3		8	15	FALSE	striped=blue
550	Basculin [Blue Striped]	19	common	2	21	46	Arid, Forest, Freshwater, Grassland, Jungle, Mountain, Snowy Forest, Taiga, Tundra		any	any		fishing		moonPhase = 5, 6, 7		8	15	FALSE	striped=blue
550	Basculin [Blue Striped]	20	common	5	21	46	Arid, Forest, Freshwater, Grassland, Jungle, Mountain, Snowy Forest, Taiga, Tundra		any	any		fishing		moonPhase = 0, 4		8	15	FALSE	striped=red
550	Basculin [Red Striped]	21	common	10	21	46	Freshwater		any	any		submerged	Water	moonPhase = 5, 6, 7		8	15	FALSE	striped=red
550	Basculin [Red Striped]	22	common	2	21	46	Freshwater		any	any		submerged	Water	moonPhase = 1, 2, 3		8	15	FALSE	striped=red
550	Basculin [Red Striped]	23	common	5	21	46	Freshwater		any	any		submerged	Water	moonPhase = 0, 4		8	15	FALSE	striped=red
550	Basculin [Red Striped]	24	common	10	21	46	Arid, Forest, Freshwater, Grassland, Jungle, Mountain, Snowy Forest, Taiga, Tundra		any	any		fishing		moonPhase = 5, 6, 7		8	15	FALSE	striped=red
550	Basculin [Red Striped]	25	common	2	21	46	Arid, Forest, Freshwater, Grassland, Jungle, Mountain, Snowy Forest, Taiga, Tundra		any	any		fishing		moonPhase = 1, 2, 3		8	15	FALSE	striped=red
550	Basculin [Red Striped]	26	common	5	21	46	Arid, Forest, Freshwater, Grassland, Jungle, Mountain, Snowy Forest, Taiga, Tundra		any	any		fishing		moonPhase = 0, 4		8	15	FALSE	striped=white
550	Basculin [White Striped]	13	common	1.8	21	46	Freshwater		any	any		submerged	Water	moonPhase = 0, 4				TRUE	striped=white
550	Basculin [White Striped]	14	common	1.8	21	46	Arid, Forest, Freshwater, Grassland, Jungle, Mountain, Snowy Forest, Taiga, Tundra		any	any		fishing		moonPhase = 0, 4				TRUE	striped=white
550	Basculin [White Striped]	27	common	1.8	21	46	Freshwater		any	any		submerged	Water	moonPhase = 0, 4		8	15	FALSE	striped=white
550	Basculin [White Striped]	28	common	1.8	21	46	Arid, Forest, Freshwater, Grassland, Jungle, Mountain, Snowy Forest, Taiga, Tundra		any	any		fishing		moonPhase = 0, 4		8	15	FALSE	
551	Sandile	1	common	1.8	4	29	Desert		any	any		grounded	Natural, Wild			8	15		
552	Krokorok	1	common	0.18	29	35	Desert		any	any		grounded	Natural, Wild			8	15		
553	Krookodile	1	common	0.02	40	52	Desert		any	any		grounded	Natural, Wild			8	15		
554	Darumaka	1	common	54	7	32	Desert, Jungle		any	any		grounded	Natural	structure:#cobblemon:ruin		8	15		
554	Darumaka	2	common	54	7	32	Desert		any	any		grounded	Natural, Desert_Pyramid			8	15		
554	Darumaka	3	common	54	7	32	Jungle		any	any		grounded	Natural, Jungle_Pyramid			8	15		
554	Darumaka	4	common	5.4	7	32	Nether	Nether Frozen, Nether Quartz, Nether Toxic	any	any		grounded	Natural					any	
555	Darmanitan	1	common	5.4	35	54	Desert, Jungle		any	any		grounded	Natural	structure:#cobblemon:ruin		8	15		
555	Darmanitan	2	common	5.4	35	54	Desert		any	any		grounded	Natural, Desert_Pyramid			8	15		
555	Darmanitan	3	common	5.4	35	54	Jungle		any	any		grounded	Natural, Jungle_Pyramid			8	15		
555	Darmanitan	4	common	0.6	35	54	Nether	Nether Frozen, Nether Quartz, Nether Toxic	any	any		grounded	Natural					any	
556	Maractus	1	common	10	21	46	Badlands, Desert		any	any	Night x0.25	grounded	Natural			8	15		
557	Dwebble	1	common	9	8	33	Badlands		any	any		grounded	Natural					any	
558	Crustle	1	common	1	34	49	Badlands		any	any		grounded	Natural					any	
559	Scraggy	1	common	9	10	35	Badlands		any	any		grounded				8	15		
559	Scraggy	2	common	5.4	10	35	Arid	Badlands	any	any		grounded	Natural, Urban			8	15		
559	Scraggy	3	common	5.4	10	35	Arid	Badlands	any	any		grounded	Natural	structure:#minecraft:village		8	15		
560	Scrafty	1	common	1	39	49	Badlands		any	any		grounded				8	15		
560	Scrafty	2	common	0.6	39	49	Arid	Badlands	any	any		grounded	Natural, Urban			8	15		
560	Scrafty	3	common	0.6	39	49	Arid	Badlands	any	any		grounded	Natural	structure:#minecraft:village		8	15		
561	Sigilyph	1	uncommon	60	24	49	Badlands, Desert		any	any		grounded	Natural	structure:#cobblemon:ruin		8	15		
561	Sigilyph	2	common	60	24	49	Overworld		any	any		grounded	Natural, Desert_Pyramid	structure:minecraft:desert_well		8	15		
561	Sigilyph	3	common	60	24	49	Overworld		any	any		grounded	Natural, Jungle_Pyramid			8	15		
561	Sigilyph	4	common	60	24	49	Overworld		any	any		grounded	Trail_Ruins			8	15		
561	Sigilyph	5	uncommon	6	24	49	End		any	any		grounded	Natural, End_City					any	
561	Sigilyph	7	uncommon	10	24	49	Aether		any	any		grounded		structure:#aether:dungeons				any	
561	Sigilyph	8	common	6	24	49	Howling Constructs		any	any		grounded			structure:#the_bumblezone:sempiternal_sanctums			any	
562	Yamask	1	uncommon	1.68	5	30	Desert	Deep Dark	any	any		grounded	Natural	minY = 0		0	7		
562	Yamask	2	common	90	5	30	Overworld		any	any		grounded	Natural, Desert_Pyramid	minY = 48				FALSE	
563	Cofagrigus	1	uncommon	0.32	34	48	Desert	Deep Dark	any	any		grounded	Natural	minY = 0		0	7		
563	Cofagrigus	2	common	10	34	48	Overworld		any	any		grounded	Natural, Desert_Pyramid	minY = 48				FALSE	
564	Tirtouga	1	ultra-rare	6	15	40	Lush		any	any		grounded	Natural			0	7		
